year,country,hospital,equipment,oem,model,sn,fix,result,notes
2018,Uganda,Masaka Regional Referral Hospital,Scales,Seca,762 1019001,2762038117056.0,Mechanical Simple,Repaired,Pin was getting stuck. Used WD40
2018,Uganda,Masaka Regional Referral Hospital,Incubator,Con Trex Medical Systems,A200,6100701020.0,Electric Simple,Repaired,Coil in transformer was faulty - got a new transformer
2018,Uganda,Masaka Regional Referral Hospital,Dual chest drainage unit,Tyco,Sentinel Seal,8888 571513,Installation/Training,Abandoned,"Missing the manometer ball, the manometer sticker is broken (seals the hole). Cannot be used in this hospital as it requires a wall suction unit"
2018,Uganda,Masaka Regional Referral Hospital,Nebuliser,DeVilbiss,4650U,U0229131,Other,,Missing the vaporising component in the nebuliser but otherwise works fine
2018,Uganda,Masaka Regional Referral Hospital,Drill Press,Meister Craft,MTB400,,Power Supply,Abandoned,Potentially faulty power supply – ‘switch’ connections may be broken
2018,Uganda,Masaka Regional Referral Hospital,Blood pressure machine,Zayo Sigma,TEXJ-10,201406.0,,Repaired,Fixed the cuff of the BP machine
2018,Uganda,Masaka Regional Referral Hospital,Blood Glucose Meter,Lifescan,One Step Sure Touch,L2173RB00516,,Repaired,"Needs new batteries, oxidised battery holder"
2018,Uganda,Masaka Regional Referral Hospital,Blood Glucose Meter,Lifescan,One Touch Select,DCFHV545,,Repaired,Needs new batteries
2018,Uganda,Masaka Regional Referral Hospital,Oxygen concentrator,DeVilbiss,515KS,H37245KS,"Mechanical Simple, Installation/Training",Abandoned,"No oxygen output, no pressure detected, missing humidifier. The filter to the compressor had a large crack so replaced from a spare machine. Did not have time to finish fixing the other components"
2018,Uganda,Masaka Regional Referral Hospital,Blood Glucose Meter,Roche,Accu-Chek,GN10693125,Power Supply,Repaired,Replaced battery
2018,Uganda,Masaka Regional Referral Hospital,Fridge,LG Electronics,GR-G392YM,JQJOKEPR,,Repaired,Serviced
2018,Uganda,Masaka Regional Referral Hospital,Clinical chemistry analyser,Partec,Cyflow Counter,1105747722.0,Electric Simple,Repaired,Wire was not connected to one of the electrode terminals. Attempted to make a more permanent connection
2018,Uganda,Masaka Regional Referral Hospital,Fridge,Norcoast,,,Power Supply,Abandoned,Batteries needed to diagnose problem (6 x 12V 100Ah batteries)
2018,Uganda,Masaka Regional Referral Hospital,Autoclave,Tuttnauer,3870MLV,,Other,Repaired,Serviced
2018,Uganda,Masaka Regional Referral Hospital,Oxygen concentrator,Airsep,Newlife,808160.0,Other,Repaired,Serviced
2018,Uganda,Masaka Regional Referral Hospital,Suction Pump,Alsa,Polovac-B4,572PM-11/04,Other,Repaired,Serviced
2018,Uganda,Masaka Regional Referral Hospital,Anaesthesia machine,GE ,9100C,ME12080326,Other,Repaired,Serviced
2018,Uganda,Masaka Regional Referral Hospital,Micro USB Power Adapter,Nokia,AC-20X,120369-11,Other,Abandoned,Tried to diagnose the issue in the circuit board – continuity in the wires so must be internal
2018,Uganda,Masaka Regional Referral Hospital,Oxygen Concentrator,DeVilbiss,525KS,F613606KS,Plumbing,Repaired,"Humidifier did not have the correct connection, no power cable, leak in one of the pipes. Was not in use but now is"
2018,Uganda,Kisenyi/Kampala,Patient Monitor,BLT,M9000,M006E013201,Other,Abandoned,Blood pressure cuff would not inflate.
2018,Uganda,Kisenyi/Kampala,Anesthesia Machine,GE,9100C,ME12080284,Installation/Training,Abandoned,User was allowing too much pressure from the oxygen tank and the safety mechanism stepped in. The O2 sensor is still broken but we didn’t have an O2 analyzer.
2018,Uganda,Kisenyi/Kampala,Other,Memmert,BE400,40050.0,Power Supply,Abandoned,Temperature setting not working. Needs new 50mA fuse and further troubleshooting.
2018,Uganda,Kisenyi/Kampala,Other,Titanox,A3-213-400,900074.0,Installation/Training,Repaired,Needed user training and new plug.
2018,Guatemala,REU NACIONAL,Infusion pumps,Baxter,Flo-Gard 6301,120030066FB,Other,Abandoned,Removed batteries to see if could use in another device. Decided they were not the kind we wanted. Replaced battery. 
2018,Guatemala,REU NACIONAL,Scales (laboratory and in wards),Seca,725-1021009,2725074106442.0,Mechanical Simple,Repaired,Needed calibration. 
2018,Guatemala,REU NACIONAL,Microscope ,American Optical Corp,1031.0,,Electric Simple,Repaired,Cleaned connection with light bulb with a brush. The copper was oxidized. With cleaned connection the light could light. Replaced light bulb.
2018,Guatemala,REU NACIONAL,Other,McGaw,n/a,14912479.0,Installation/Training,Repaired,Infuser. User error. Instructions are in english. Needs power supply and instructions in spanish. Needs a battery to be portable.
2018,Guatemala,REU NACIONAL,Centrifuge,ALC,4217 MK II,27-0284,Electric Simple,Repaired,"Timer is not working. Speed control not working. Switch for ""start"" was broken. We cleaned the gunk out of the switch and added a support bracket and added a spring now it works. We removed the bad SCR and bought a new one and entered it in. Now the speed control and timer are working. "
2018,Guatemala,REU NACIONAL,Microscope ,Leitz Wetzlar Germany Microscope,512881.0,020-507.010,Other,Repaired,Took apart eye pieces and cleaned. The switch is broken so needs to be replaced. Needed a lightbulb. 
2018,Guatemala,REU NACIONAL,Blood Bank Refrigerator,Hemacool,HMC-MIL-1,7080.0,Power Supply,Abandoned,"Requires a battery bank, was not supplied. AC coils were broken. "
2018,Guatemala,REU NACIONAL,Blood Bank Refrigerator,Hemacool,HMC-MIL-1,7271.0,Power Supply,Abandoned,"Requires a battery bank, was not supplied. AC coils were broken. "
2018,Guatemala,REU NACIONAL,"Lamp, examination",Pelton & Crane,LFII,HBU-61245,Mechanical Simple,Repaired,Needed assembly and has no floor plate. Found something on wheels to use as floor plate. 
2018,Guatemala,REU NACIONAL,Electrosurgery Unit (ESU),Heal Force,EB05,EB03-0313G3222JUT ,Electric Simple,Abandoned,***Joe did all of the testing***  Fuses blown. Checked both power supplies- works. Tested bridge rectifier-works. Could have been surged by a lightning strike causing a short. Tried replacing transistor but still a short on board
2018,Guatemala,REU NACIONAL,Electrosurgery Unit (ESU),Heal Force,EB05,EB03-0313G3221JUT ,Electric Simple,Abandoned,***Joe did all of the testing***  Same lightning issue as ESU  in slot 11 causing a short
2018,Guatemala,REU NACIONAL,Electrosurgery Unit (ESU),Heal Force,EB05,EB03-0313G3220JUT ,Electric Simple,Abandoned,***Joe did all of the testing***  Same lighting issue as ESU in slot 11. A fuse on bottom circuit is blown resulting in the ability to power up but still not work
2018,Guatemala,REU NACIONAL,Printer,Canon,pixma iP2700,,Other,Abandoned,We believe it needs ink and cleaning.
2018,Guatemala,REU NACIONAL,Printer,Canon,Pixma mp230,,Other,Abandoned,ink cartridge stuck.
2018,Guatemala,REU NACIONAL,Other,riester exacta,124.0,,Other,Repaired,Calibrated Pressure Gauge
2018,Guatemala,REU NACIONAL,ECG Machine,Mindray,DECG-03a,CQ-79000258,Installation/Training,Repaired,"Tested heartrate and it works correctly when leads are positioned correctly on user. We tested by duck taping electrodes in correct placements. Could use paper. Needs electrodes for accuracy: 40494E Limb Plate Electrode, 40490E Welsh-Bulb Electrode, 14030ARubber Strap."
2018,Guatemala,REU NACIONAL,Other,Baxter,Electra 750,3076.0,Installation/Training,Abandoned, Plasma Coagulation Timer Units Machine. Missing parts (knobs and dials). 
2018,Guatemala,REU NACIONAL,ECG Machine,Union Medical,UMECG101,L120B240004,Electric Simple,Abandoned,Power switch doesn't work. Error display: Needs paper. Leads not connected (even though they are). Motor sucks the paper in instead of feeding. 
2018,Guatemala,REU NACIONAL,Infant Warmer (radiant or other),Medix,Medix SM4,288.0,Other,Repaired,Plugged it in and it turned on. Needs a patient sensor. Took off warmer part and made into infant bed.
2018,Guatemala,REU NACIONAL,Infant Warmer (radiant or other),Medix,Medix SM4,N/A,Other,Repaired,Plugged it in and it didn’t turn on. Took off warmer part and made into infant bed.
2018,Guatemala,REU NACIONAL,Nebulizer,Healthdyne,323.0,334974.0,Mechanical Simple,Repaired,Motor and pump were broken off so we epoxyed it.  Nozzle for tubing broken so add a different nozzle. 
2018,Guatemala,REU NACIONAL,Nebulizer,DeVilbiss,46502.0,22309766.0,Mechanical Simple,Repaired,Nozzle for tubing broken so added a different nozzle
2018,Guatemala,REU NACIONAL,Infant Warmer (radiant or other),medix,SM-401,548-13,Other,Repaired,Light bulb burnt out. Changed light bulb. Housing for light bulb fell. Changed fuse.
2018,Guatemala,REU NACIONAL,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",Lane,n/a,Lot# 12073,Plumbing,Repaired,Blood pressure cuff. Hose and cuff had a leak.
2018,Guatemala,REU NACIONAL,Microscope ,Nikon,Labophot,248041.0,Other,Repaired,Various parts not working. Rewired stuff. Light bulb not lighting up. Attached a flashlight to fix the light bulb problem. Light just doesn't dim. 
2018,Guatemala,REU NACIONAL,Other,GS laboratory equipment- F/S recorder ,6383-7A,Z14H-14403-ZH,Other,Abandoned,Temperature measurements thing. Cleaned and replaced battery. Missing parts.
2018,Guatemala,REU NACIONAL,Other,Edan,sonar trax lite,STAL10A114585,Mechanical Simple,Abandoned,Fetal Heart Rate Doppler. The light indicates the probe is not connected. Battery was bad. Sioldered probe wired into circuit board. Think the problem is with the probe. 
2018,Guatemala,REU NACIONAL,Other,PG,N/A,N/A,Mechanical Simple,Abandoned,Pressure Gauge for Oxygen Tank. The pressure gauge was broken so it was re-geared. Flow rate gauge has problems with gear and spring so unfixable. 
2018,Guatemala,REU NACIONAL,Infusion pumps,Hospira,"60601-1, class 1",98279117.0,Installation/Training,Repaired,User error. Cassette cannot have air to begin infusion.
2018,Guatemala,REU NACIONAL,Infusion pumps,Hospira,,,,Abandoned,No power when turned on. Fuse blown. Retraced voltage to fuse. Multiple components on circuit board are blown. Replaced 2 resistors. 
2018,Guatemala,REU NACIONAL,Other,Zimmer,ATS 2000,2006JAAR,Other,Abandoned,Tourniquet system. Error code shown. Microproccessor problem.
2018,Guatemala,REU NACIONAL,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",Reister,n/a,n/a,Installation/Training,Repaired,Blood pressure cuff. User error
2018,Guatemala,REU NACIONAL,X-Ray Film View Box,12-1661,,,Power Supply,Repaired,Lights did not turn on. Inspected the plug and a wire was disconnected from the socket. Connected wire back in socket. Cleaned the inside.
2018,Guatemala,REU NACIONAL,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",Labtron,n/a,n/a,Installation/Training,Repaired,Blood pressure cuff and stand. User error. 
2018,Guatemala,REU NACIONAL,Nebulizer,Respironics,Inspiration  Elite,1080893882.0,Motor,Abandoned,Turned on and sparks occurred. Motor is shot.
2018,Guatemala,REU NACIONAL,Nebulizer,American Bantex Corp- AlphaNeb Plus Nebulizer ,3200.0,25944.0,Installation/Training,Repaired,Cleaned out filter. User error.
2018,Guatemala,REU NACIONAL,Nebulizer,American Bantex Corp- AlphaNeb Plus Nebulizer ,3200.0,25935.0,Installation/Training,Repaired,User error. Cleaned out filter.
2018,Rwanda,Kibuye Referral Hospital,Oxygen Concentrator,Invacare Corp.,IRC5PO2VAW,12DSZ790579,Mechanical Simple,Repaired,There was no output and water was leaking out from tubing. Found a clog in the container. Corrected the error and cleaned the entire tubing and container. Outputs 90% O2.
2018,Rwanda,Kibuye Referral Hospital,Oxygen Concentrator,Invacare Corp.,IRC5PO2VAW,12DSZ790462,Mechanical Simple,Repaired,Fixed leak in tubing using two coats of epoxy. Unclogged canister output tubes. Outputs 85% O2.
2018,Rwanda,Kibuye Referral Hospital,Nebulizer,GIMA,Hospyneb Professional ,175536/ASP,Mechanical Simple,Abandoned,"Low output pressure. Rubber gasket for the piston in the diaphragm connected to the motor needs to be replaced. If possible, try fitting a gasket from a faucet. Tape did not work well as a replacement. "
2018,Rwanda,Kibuye Referral Hospital,"Lamp, surgical",Dr. Mach,Mach M2 F,21290.0,Electric Simple,Abandoned,"Lamp flashes off and on in conjunction with the relay switches. There might be a safety mechanism preventing the lamp from getting too much power, causing the flashing. We discovered that the halogen bulb in the machine is a 24V, 250W bulb. What the machine requires is instead a halogen bulb (22.8V, 80W). We found a burnt wire connected to the bulb, but the wire still has continuity. This suggests that the 250W bulb is drawing too much energy for the machine to handle. Needs bulb replacement."
2018,Rwanda,Kibuye Referral Hospital,Infant Warmer (radiant or other),Medix,SM-401,5468-14,Other,Abandoned,"Light bulb does not work, needs to a replacement. "
2018,Rwanda,Kibuye Referral Hospital,Infant Warmer (radiant or other),DRE,DRE Neolite,23151202001.0,Other,Abandoned,Recharged the battery. One of the fuse holders is broken and needs to be replaced or repaired. The heating element does not work. (7/16) We repaired the broken fuse holder using a cable tie. 
2018,Rwanda,Kibuye Referral Hospital,Other,ALBA RADO,,,Mechanical Simple,Repaired,We put together 3 lever arch files in Optamology.
2018,Rwanda,Kibuye Referral Hospital,Other,ATI Environment,Pyrolitic Combustion Incinerator Type CP 30,,Other,Abandoned,"There was a loose wire connected to the temperature regulator. Once tightened, the temperature settings worked. The ventilation does not work. There are loose wires manually connected where the switch used to be that spark. All three fuses are blown and are wrapped/circumvented with wire. "
2018,Rwanda,Kibuye Referral Hospital,Other,Electrical Installation,,,Electric Simple,Repaired,We installed an outlet and wiring to a room. 
2018,Rwanda,Kibuye Referral Hospital,Patient Monitor,Biocare,iM 12,7215040081.0,Electric Simple,Abandoned,"In Emergency. The machine-connecting end of the ECG probe is broken, the display reads that the lead is disconnected while plugged in. The 5-lead end of the probe works. "
2018,Rwanda,Kibuye Referral Hospital,Other,Generator,,,Mechanical Simple,Repaired,Operation screen gave warning of no water in the radiator. The generator auto shut off to avoid overheating because there was not enough water in the radiator. Radiator was refilled and generator now auto-runs.
2018,Rwanda,Kibuye Referral Hospital,Other,Water Tank,,,Mechanical Simple,Repaired,stopped water leak
2018,Rwanda,Kibuye Referral Hospital,Scales (laboratory and in wards),seca,724.0,,Mechanical Simple,Repaired,"replaced 9V battery, had to strip wires to connect the battery because there was no battery clip"
2018,Rwanda,Kibuye Referral Hospital,Scales (laboratory and in wards),TANITA/Marsden Weighing Machine Group LTD,1580.0,,Mechanical Simple,Repaired,replaced 9V battery
2018,Rwanda,Kibuye Referral Hospital,Scales (laboratory and in wards),TANITA/Marsden Weighing Machine Group LTD,1580.0,,Mechanical Simple,Repaired,replaced 9V battery
2018,Rwanda,Kibuye Referral Hospital,Scales (laboratory and in wards),TANITA/Marsden Weighing Machine Group LTD,1580.0,,Mechanical Simple,Repaired,replaced 9V battery
2018,Rwanda,Kibuye Referral Hospital,Scales (laboratory and in wards),TANITA/Marsden Weighing Machine Group LTD,1580.0,,Mechanical Simple,Abandoned,"need to replace 9V battery, had to strip wires to connect the battery because there was no battery clip. No battery."
2018,Rwanda,Kibuye Referral Hospital,Incubator (infant),"Ningbo David Mecial Co., LTD.",YP-90A ,3121015.0,Mechanical Simple,Repaired,Cleaned the filter. Functions properly. Missing probes.
2018,Rwanda,Kibuye Referral Hospital,Incubator (infant),"Beijing Julongsanyou Technology Co., LTD.",B-2000,20002E10188,Mechanical Simple,Repaired,Functions properly. Missing probes.
