country,fix,equipment,engineers,sn,oem,year,model,hospital,notes,result
Nicaragua,Electric Simple,Fetal steth (fetoscope or  Doppler),"Kathy Lee, Anita Desai",CFD-20B,,2015,Kangaroo,"Hospital La Trinidad, La Trinidad, Esteli","Two dopplers were sitting in the administrative office. The doppler turned on and made static sounds, occasionally showing a number, but was otherwise nonfunctioning. The office lady explained to us that the problem was the wire on the probe. We noticed that the wire was damaged and the shielding partly stripped. Someone had tried to fix the probe before us, connecting the shielding on the wire to the shielding on the probe with an extra wire without covering the exposed wire with shielding. We disconnected the extra wire and shielded the wire and probe with tin foil. We checked continuity to make sure that the shielding on the wire was attached to the shielding on the probe. We hypothesized that they were connected so that all of the shielding could be neutral and whoever tried to fix it before us didn't realize that it was shielding instead of a physical connection. The connected wires were stuck in a blob of glue that looked like it was placed upon manufacturing, so we thought it was best to assume the connections were still good rather than try and rip all of the glue apart. We shielded everything and sealed it in place with heat shrink. When it was plugged into the doppler we found that we got more sounds and more numbers, but they still weren't accurate and a consistent heartbeat was not heard. The casing needed to be taped, so we were worried that the tape near the top of the probe was interfering with the signal. We're still waiting for more ideas on how to fix it.",
Nicaragua,Electric Simple,Television,"Kathy Lee, Anita Desai",,,2015,,"Hospital La Trinidad, La Trinidad, Esteli","The pediatrics office asked us to look at their television because the sound wasn't working. We plugged it in to verify that, and then opened it up to look at the speakers. We checked continuity to the speakers and found that everything was connected. We removed the speakers and connected them to the radio which produced sound, so we could be sure that the speakers were not broken. Since the speakers worked and we couldn't find a disconnect we figured it could be a problem with the circuit board or some microcontroller that was outside of our means to fix, so we returned it unfixed.",Abandoned
Nicaragua,Electric Simple,Other,"Kathy Lee, Anita Desai",,Leister,2015,CH-6056,"Hospital La Trinidad, La Trinidad, Esteli","In the prosthetics lab there was a blower for plastic seams. The blower functioned, however the metal tip where the plastic exited had a crack and thus the prosthetics technicians was afraid that it would break with time. In addition, the insulation of the cord was breaking and the wires were beginning to break. As preventative maintenence, we cut the cord of the blower and soldered on a new one, using the original plug. We couldn't weld the tip because we didn't have sufficient tools, but it still works.",Repaired
Nicaragua,Other,Air Conditioner,"Kathy Lee, Anita Desai",,,2015,,"Hospital La Trinidad, La Trinidad, Esteli","In the emergency room where patients first get seen by a nurse was an air conditioning unit that was overwhelmed by dust and thus didn't function properly. We opened up the unit, washed the filters, and cleaned it with a rag. After reassembly the unit functioned better.",Repaired
Nicaragua,Other,Air Conditioner,"Kathy Lee, Anita Desai",,,2015,,"Hospital La Trinidad, La Trinidad, Esteli",In gyneology there was an air conditioning unit in the nurses' room. We removed the filters and washed them and then duct taped the covers back together. The unit functioned better after.,Repaired
Nicaragua,Other,Air Conditioner,"Kathy Lee, Anita Desai",,,2015,,"Hospital La Trinidad, La Trinidad, Esteli","The pharmacy air conditioning would not turn on with the power button nor remote. We tried to open up the unit and check continuity of the electric source, but the wiring went into the ceiling and we didn't want to mess with it. The administrators told us that they were hiring someone to come and look at it.",Abandoned
Nicaragua,Other,Air Conditioner,"Kathy Lee, Anita Desai",,,2015,,"Hospital La Trinidad, La Trinidad, Esteli","In the emergency room an air conditioning unit was dripping water and covered with mold. We cleaned the filters and the exterior mold as well as possible, however we couldn't remove many more parts to clean the mold on the inside because it was up on the wall. We returned the filters so that the unit could be used again. The maintenence guy told us that the people hired to look at the pharmacy air conditioning could look at this one too.",Repaired
Nicaragua,Other,Air Conditioner,"Kathy Lee, Anita Desai",,,2015,,"Hospital La Trinidad, La Trinidad, Esteli","We cleaned the filters of this unit in a storage room for medicine, returned them, and then duct taped the plastic covers back on.",Repaired
Nicaragua,Other,Air Conditioner,"Kathy Lee, Anita Desai",,,2015,,"Hospital La Trinidad, La Trinidad, Esteli","We cleaned the filters of this unit in a storage room for medicine, returned them, and then duct taped the plastic covers back on.",Repaired
Nicaragua,Other,Air Conditioner,"Kathy Lee, Anita Desai",,,2015,,"Hospital La Trinidad, La Trinidad, Esteli","We cleaned the filters of this unit in a storage room for medicine, returned them, and then duct taped the plastic covers back on.",Repaired
Nicaragua,Electric Simple,Fetal steth (fetoscope or  Doppler),"Kathy Lee, Anita Desai",152939.0,SonicaidOne,2015,,"Hospital La Trinidad, La Trinidad, Esteli","This doppler would not turn on when we received it, even when fresh batteries were inserted. We opened it up to check the electrical connections. We noticed that the two pads on the board that were supposed to connect the batteries to the board by pressing against the prongs of the battery case were slightly worn and oxidized. We put a layer of solder over the pins to make sure that the area where the prongs would touch was connected to the pads, as the point of contact had worn down to the plastic of the board. Once batteries were reinserted the doppler functioned.",Repaired
Nicaragua,Power Supply,Fetal steth (fetoscope or  Doppler),"Kathy Lee, Anita Desai",EAF037,Nicolet,2015,Elite 100,"Hospital La Trinidad, La Trinidad, Esteli","When we received the doppler it would not turn on. We opened the battery case and realized that it lacked a 9V rectangular battery. When we asked the maintenance staff if we could have a battery they said they didn't have any in the hospital, so we used our variable power supply to connect the doppler to 9V DC. Once the doppler was connected it turned on. The doppler only has audio to hear the heartbeat without any sort of display. When the probe was pressed against our hearts we could heart the heartbeat, however there are still no batteries for the doppler.",Abandoned
Nicaragua,Mechanical Simple,Stethoscopes,"Kathy Lee, Anita Desai",,,2015,,"Hospital La Trinidad, La Trinidad, Esteli","Adminstration gave us a stethoscope that had been sitting in a closet. Attempted to work on scope, but the diaphragm was missing so there was nothing we could do.",Abandoned
Nicaragua,Mechanical Simple,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)","Kathy Lee, Anita Desai",,,2015,,"Hospital La Trinidad, La Trinidad, Esteli","Administration gave us a box of sphygmomanometers from a closet. There were a bunch of mismatched pieces, so we calibrated a manometer and put this whole one together.",Repaired
Nicaragua,Mechanical Simple,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)","Kathy Lee, Anita Desai",,,2015,,"Hospital La Trinidad, La Trinidad, Esteli","Administration gave us a box of sphygmomanometers from a closet. There were a bunch of mismatched pieces, so we calibrated a manometer and put this whole one together.",Repaired
Nicaragua,Mechanical Simple,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)","Kathy Lee, Anita Desai",,,2015,,"Hospital La Trinidad, La Trinidad, Esteli","Administration gave us a box of sphygmomanometers from a closet. There were a bunch of mismatched pieces, so we tried to put a whole one together but the manometer wouldn't open up and we couldn't calibrate it. It was also missing a bulb.",Abandoned
Nicaragua,Mechanical Simple,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)","Kathy Lee, Anita Desai",,,2015,,"Hospital La Trinidad, La Trinidad, Esteli","Administration gave us a box of sphygmomanometers from a closet. There were a bunch of mismatched pieces, so we tried to put a whole one together but it was missing a bulb.",Abandoned
Nicaragua,Mechanical Simple,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)","Kathy Lee, Anita Desai",,,2015,,"Hospital La Trinidad, La Trinidad, Esteli","Administration gave us a box of sphygmomanometers from a closet. There were a bunch of mismatched pieces, so we tried to put a whole one together but the bulb had detached from its valve and wouldn't fit back together without deflating.",Abandoned
Nicaragua,Mechanical Simple,Nebulizer,"Kathy Lee, Anita Desai",CGJKC00163,PARI,2015,PRONEB Turbo 38V0201,"Hospital La Trinidad, La Trinidad, Esteli","The technician at the health center gave us two nebulizers. Both had a weak air stream. We took them apart, cleaned all of the tubing, cleaned the electrical connections with contact cleaner, and greased the piston. When reassembled the air stream was stronger.",Repaired
Nicaragua,Motor,Nebulizer,"Kathy Lee, Anita Desai",,PARI,2015,PRONEB Turbo 38V0201,"Hospital La Trinidad, La Trinidad, Esteli","The technician at the health center gave us two nebulizers. Both had a weak air stream. We took them apart, cleaned all of the tubing, cleaned the electrical connections with contact cleaner, and greased the piston. When reassembled the air stream was still weak. The technician told us that at this point the motor was just old and weak, and we couldn't do much more.",Abandoned
Nicaragua,Electric Simple,Fetal steth (fetoscope or  Doppler),"Kathy Lee, Anita Desai",BD0100229,Bionet,2015,BabyCare,"Hospital La Trinidad, La Trinidad, Esteli","This dopper was missing a battery, so we hooked it up to our power supply at 9 volts. At first there was no sound coming from it, when we realized that although the casing looked like it had a speaker there was no speaker installed. We hooked the doppler up to some headphones and got an inconsistent sound, when we noticed that the headphone jack was falling off of the board. We resoldered the pins of it. The pins in the battery pack snapped off, so we cut open the plastic and inserted a 9 V battery connector that was in our tool kit, soldering it directly to the board. With a solid headphone connection and a new battery case, the doppler functioned perfectly.",Repaired
Nicaragua,Electric Simple,Automatic Voltage Regulator,"Kathy Lee, Anita Desai",VH003506,Tripp-Lite,2015,,"Hospital La Trinidad, La Trinidad, Esteli","The overload/check battery light came on when the surge protector was plugged into the wall, so we opened it up, cleaned the entire board with contact cleaner, and tested the voltage on the battery. The battery was charged to its normal 12 V, so we looked for oxidation on the board and transformer and removed it. Once cleaned and put back together, the regulator functioned properly.",Repaired
